strategy_id,strategy_group,name,family_id,alpha_bucket,status,elapsed_s,cagr,monthly_sharpe,max_drawdown,MOD,calmar,win_ratio,total_return,benchmark_alpha,benchmark_beta,trade_count,avg_trade_return,median_trade_return,match_days,avg_daily_positions,max_daily_positions,latest_positions,proxy_cagr,proxy_sharpe,proxy_max_drawdown,notes,reason
stock_tech_s11_gap_breakout_continuation_v1,technical12,S11 gap breakout continuation,VOLATILITY_CONTRACTION_BREAKOUT,breakout_vol_expansion,ok,0.741,0.216924147660722,0.781102578947621,-0.31637479624207,-0.31637479624207,0.685633918687896,0.4528889954447375,0.9380417115331707,0.16306941104887382,0.12978228154187477,4175.0,-0.00015836299236217252,-0.003947368421052699,623.0,5.025301204819277,10.0,4.0,0.3617793729582388,1.1055194950452831,-0.3562680184196362,[],
alpha_miner_pymoo_nsga3_novelty_0081,active_strategy_spec,Pymoo NSGA-III novelty 0081 breadth trend impulse,TREND_RECLAIM_CONTINUATION,trend_following,ok,9.197,-0.5134069428743382,-6.530505408576964,-0.9178717111452169,-0.9178717111452169,-0.5593388958951735,0.37826925952562357,-0.9165021618906388,-0.5367139463890135,0.05274280376019254,283724.0,-0.0034009093343150406,-0.004535825545171401,830.0,341.66506024096384,527.0,341.0,-0.39241073129035975,-2.691372404007481,-0.8172612330148685,[],
alpha_miner_pymoo_nsga3_novelty_0187,active_strategy_spec,Pymoo NSGA-III novelty 0187 revenue short trend,REVENUE_QUALITY_MOMENTUM,trend_following,ok,7.913,-0.5556947905580898,-7.480107699096379,-0.9399546828740392,-0.9399546828740392,-0.5911868825315815,0.3757551223765336,-0.9389657009631603,-0.5879198254674824,0.07292394714409897,226131.0,-0.003840998524739038,-0.004425000000000012,830.0,272.30481927710844,397.0,302.0,-0.4228669517377803,-2.8174955435602214,-0.845526214211303,[],
alpha_miner_pymoo_nsga3_novelty_0193,active_strategy_spec,Pymoo NSGA-III novelty 0193 sentiment margin flow,SMART_MONEY_ACCUMULATION,defensive_accumulation,ok,12.461,0.1695427316244249,0.8716740338823412,-0.3956116794586487,-0.3956116794586487,0.42854762624843945,0.424988267437376,0.7157276798187828,0.10603513731154529,0.1437151104395327,431204.0,-0.0015143443608603116,-0.0034081229673221802,830.0,519.3361445783132,618.0,539.0,0.1741644938036384,0.8528363238316906,-0.3976518843375385,[],
alphabuilders_multifactor_revenue_quality_momentum_v1,active_strategy_spec,AlphaBuilders multifactor revenue quality momentum,REVENUE_QUALITY_MOMENTUM,trend_following,ok,13.709,0.10907044168200741,0.6431525835177556,-0.36843593272955444,-0.36843593272955444,0.296028350412181,0.42419715752008624,0.42880204240816533,0.0695525512532351,0.08942738342958172,497907.0,-0.0009507956606202429,-0.0026137797619046887,830.0,599.2915662650603,1176.0,780.0,0.1665588128610136,0.9716256389464013,-0.3454485798954652,[],
breakout_vol_expansion_seed_v1,active_strategy_spec,Breakout volume expansion seed,VOLATILITY_CONTRACTION_BREAKOUT,breakout_vol_expansion,ok,5.847,-0.0916021608233113,-0.6844811873637875,-0.47739364605932144,-0.47739364605932144,-0.1918757043006097,0.3937546906829634,-0.2819088006552345,-0.1639599569339723,0.16374275819634165,186883.0,-0.0027644178677884127,-0.006053087760609033,830.0,224.96024096385543,738.0,243.0,0.10267630721849752,0.5942413157781083,-0.3459332316473336,[],
defensive_accumulation_seed_v1,active_strategy_spec,Defensive accumulation seed,SMART_MONEY_ACCUMULATION,defensive_accumulation,ok,14.911,-0.14182811808293005,-1.309504175022366,-0.5371301938825965,-0.5371301938825965,-0.26404301837432337,0.40384080155858615,-0.40975326707569304,-0.17686237551404832,0.079281103785394,447173.0,-0.0017364887890488662,-0.003629764065335772,830.0,538.4831325301204,1050.0,512.0,0.005928248576327455,0.11692299854258706,-0.36626237356925717,[],
finlab_ai_skill_broker_accumulation_reclaim_v1,active_strategy_spec,FinLab AI broker accumulation reclaim,SMART_MONEY_ACCUMULATION,defensive_accumulation,ok,5.403,-0.35883011849579827,-4.018645713574638,-0.8033849870818073,-0.8033849870818073,-0.4466422174218268,0.39287312170582395,-0.7839047731489597,-0.39085684337443966,0.07247517958678527,184499.0,-0.002499833355388737,-0.00442499999999979,830.0,222.21204819277108,470.0,215.0,-0.2581925847655525,-1.8690137340391373,-0.6807840992935645,[],
finlab_ai_skill_quality_trend_v1,active_strategy_spec,FinLab AI quality trend,REVENUE_QUALITY_MOMENTUM,trend_following,ok,3.077,-0.03658792561158053,-0.259333196664017,-0.46408598382292776,-0.46408598382292776,-0.07883697960536622,0.4178391495010827,-0.12057056145742606,-0.08267591808019821,0.10429525790146756,92146.0,-0.001253710777389783,-0.0035829152705620926,830.0,110.92530120481928,383.0,137.0,0.032597476946594206,0.2701067475689152,-0.38683372807007665,[],
finlab_ai_skill_revenue_revision_breakout_v1,active_strategy_spec,FinLab AI revenue revision breakout,REVENUE_QUALITY_MOMENTUM,breakout_vol_expansion,ok,1.043,-0.08396854139711141,-0.3522610710268628,-0.5538371724979159,-0.5538371724979159,-0.15160958756619344,0.4284838577850429,-0.2608937815817919,-0.11667944807127142,0.07402345524369709,9820.0,-0.0003820515436153692,-0.0038749838677738513,826.0,11.812048192771085,49.0,23.0,0.0012470459769611253,0.1426202630571815,-0.508951979067677,[],
finlab_ai_skill_reversion_value_v1,active_strategy_spec,FinLab AI reversion value,REVENUE_QUALITY_MOMENTUM,mean_reversion,ok,9.424,-0.054986409425068605,-0.8232179566513247,-0.3559754895459689,-0.3559754895459689,-0.15446250209579998,0.4357243963608385,-0.17712077197724785,-0.08303236229690544,0.06346685397183213,343238.0,-0.0005479921810618676,-0.0013793103448276334,830.0,413.6012048192771,821.0,312.0,-0.07600989643933354,-0.4665521314300417,-0.37865808380748633,[],
trend_following_seed_v1,active_strategy_spec,Trend following seed,TREND_RECLAIM_CONTINUATION,trend_following,ok,10.321,-0.03332216745663785,-0.3298009921360746,-0.42426965362792224,-0.42426965362792224,-0.07853821688527203,0.40194811527771007,-0.11025224583867044,-0.09069171241296559,0.12982495366845045,328808.0,-0.002005177063708012,-0.004425000000000012,830.0,395.74939759036147,1011.0,483.0,0.08288117375199966,0.5362251608572891,-0.34998777405073755,[],
stock_tech_s12_multitimeframe_smc_reclaim_v1,technical12,S12 multi-timeframe SMC reclaim,SMC_STRUCTURE_RECLAIM,breakout_vol_expansion,unsupported_intraday_data,,,,,,,,,,,,,,,,,,,,,,"requires completed 15m/1h/4h bars, pivot confirmation, OB/FVG state, and intraday execution; daily FinLab OHLCV is not a valid proxy"
