id,kind,api_key,namespace,field,group,dataset_lane,market,adoption_priority,stockvision_use,raw_rows,raw_cols,overlap_cols,coverage,avg_rank_std,status,direction_mode,direction,elapsed_s,cagr,benchmark_alpha,benchmark_beta,total_return,max_drawdown,monthly_sharpe,monthly_sortino,calmar,win_ratio,avg_n_stock,max_n_stock,trade_count,match_days,avg_daily_matches,max_daily_matches,latest_matches
finlab701_fundamental_features_流動負債_high,finlab701_single,fundamental_features:流動負債,fundamental_features,流動負債,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.288807380731452,ok,high,1,0.076,0.2654991199757004,0.33170475530642407,1.481864697724003,1.1900440914479633,-0.17049080554196827,1.2772418157370842,3.2730357449369785,1.5571722323056625,0.5538461538461539,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_流動負債_low,finlab701_single,fundamental_features:流動負債,fundamental_features,流動負債,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.288807380731452,ok,low,-1,0.077,0.13551294013918969,0.22188395033110522,1.9332213983114581,0.5266763019577272,-0.27765496154456715,0.7376429887214889,1.6321378274867921,0.4880447982538802,0.44235924932975873,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_取得不動產廠房及設備_high,finlab701_single,fundamental_features:取得不動產廠房及設備,fundamental_features,取得不動產廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.934629548092703,0.28879731498010947,ok,high,1,0.084,0.15716599117433283,0.19035075304092938,0.74276648606779,0.6257678065005441,-0.3573518292985355,0.7942314341448546,1.7140641996199257,0.43979512720436176,0.4599483204134367,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_取得不動產廠房及設備_low,finlab701_single,fundamental_features:取得不動產廠房及設備,fundamental_features,取得不動產廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.934629548092703,0.28879731498010947,ok,low,-1,0.106,0.40492939529086347,0.4717135786038842,1.4948141970622764,2.1015249590829272,-0.1260001263217828,1.4726945628804158,5.358989631227266,3.2134671007060573,0.5538461538461539,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_經常稅後淨利_high,finlab701_single,fundamental_features:經常稅後淨利,fundamental_features,經常稅後淨利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327012897106,ok,high,1,0.077,0.47790119799478403,0.5453346586566759,1.509346814678854,2.671030348953641,-0.07341386157490914,1.7524595133205123,6.816423081153425,6.50879956112381,0.6256410256410256,10.0,10.0,401,830,10.0,10,10
finlab701_fundamental_features_經常稅後淨利_low,finlab701_single,fundamental_features:經常稅後淨利,fundamental_features,經常稅後淨利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327012897106,ok,low,-1,0.077,0.03910870431445379,0.1197932424388342,1.8059424715345995,0.1362350613916743,-0.2970944367916565,0.1908931645213393,0.352752387887643,0.131632851857674,0.4484536082474227,10.0,10.0,401,830,10.0,10,10
finlab701_fundamental_features_ROA稅後息前_high,finlab701_single,fundamental_features:ROA稅後息前,fundamental_features,ROA稅後息前,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9347716447184086,0.2888033845154838,ok,high,1,0.07,0.18547338714919714,0.28335434397579107,2.1908457456259165,0.7619864833649295,-0.18388495217225664,0.8316314245622056,2.1142050199702034,1.008583351300812,0.46134020618556704,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROA稅後息前_low,finlab701_single,fundamental_features:ROA稅後息前,fundamental_features,ROA稅後息前,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9347716447184086,0.2888033845154838,ok,low,-1,0.076,-0.09563487057430498,0.012084013322741033,2.4110456840701415,-0.28441925218701225,-0.3209355889542981,-0.32747020067823734,-0.5214574179025437,-0.2979784544972299,0.3815789473684211,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROA綜合損益_high,finlab701_single,fundamental_features:ROA綜合損益,fundamental_features,ROA綜合損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,high,1,0.092,0.37329366087581706,0.45024561386863526,1.722396922729264,1.8750514505048468,-0.1395329426015145,1.4262514320480115,5.026289395516173,2.6751167340781414,0.4832904884318766,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROA綜合損益_low,finlab701_single,fundamental_features:ROA綜合損益,fundamental_features,ROA綜合損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,low,-1,0.069,-0.07526237361112964,0.02510020361816763,2.246391253943258,-0.22933083329255832,-0.28006535240251385,-0.31775045245804223,-0.4989228397164179,-0.26872187418679155,0.39425587467362927,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROE稅後_high,finlab701_single,fundamental_features:ROE稅後,fundamental_features,ROE稅後,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,high,1,0.077,0.2579724372223331,0.3647799080631645,2.390645746416765,1.1469788113144306,-0.2526233467640566,1.1161568721072126,2.595308589036329,1.0211337518449726,0.48195876288659795,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROE稅後_low,finlab701_single,fundamental_features:ROE稅後,fundamental_features,ROE稅後,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,low,-1,0.09,-0.0655900013235935,0.05238522034937895,2.6406108079777395,-0.20216591567776376,-0.3217051176989988,-0.3540250706712629,-0.5105620134040799,-0.20387603104483398,0.4140625,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROE綜合損益_high,finlab701_single,fundamental_features:ROE綜合損益,fundamental_features,ROE綜合損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9347716447184086,0.2888033845154838,ok,high,1,0.085,0.2893125683114719,0.39681898905620394,2.4062901727997144,1.3302767615487685,-0.17878746228000741,1.2564790234214407,3.3090054670290594,1.618102206945148,0.4806201550387597,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_ROE綜合損益_low,finlab701_single,fundamental_features:ROE綜合損益,fundamental_features,ROE綜合損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9347716447184086,0.2888033845154838,ok,low,-1,0.082,-0.053535485624770285,0.053387609156699434,2.393233729070933,-0.1673817617495552,-0.31120440342101896,-0.2823873554069368,-0.4275512759853401,-0.1720212337098874,0.402088772845953,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅前息前折舊前淨利率_high,finlab701_single,fundamental_features:稅前息前折舊前淨利率,fundamental_features,稅前息前折舊前淨利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9354160829363968,0.28880329525102577,ok,high,1,0.084,0.011756053738538164,0.07945428890112638,1.5152731981880434,0.03967721633026722,-0.300484212284696,0.025246730013983195,0.04621002031455108,0.03912239656516303,0.4470284237726098,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅前息前折舊前淨利率_low,finlab701_single,fundamental_features:稅前息前折舊前淨利率,fundamental_features,稅前息前折舊前淨利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9354160829363968,0.28880329525102577,ok,low,-1,0.076,0.03683838078044599,0.12274927297894968,1.9229226887255004,0.12799115804756722,-0.314030893925602,0.18457826972148064,0.3461175069865197,0.11730440682407814,0.41732283464566927,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_營業毛利率_high,finlab701_single,fundamental_features:營業毛利率,fundamental_features,營業毛利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9354160829363968,0.2888032932273381,ok,high,1,0.085,0.05873242864225903,0.11372701558926954,1.2309305175547414,0.20925788300892978,-0.17743522101297438,0.34263151949248605,0.662516074387688,0.33098906979278214,0.5026315789473684,10.0,10.0,401,830,10.0,10,10
finlab701_fundamental_features_營業毛利率_low,finlab701_single,fundamental_features:營業毛利率,fundamental_features,營業毛利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9354160829363968,0.2888032932273381,ok,low,-1,0.11,0.03889520515599543,0.16408930426352106,2.8021891928693354,0.13545802242538407,-0.22756015790862616,0.1939758835731854,0.35543117719642064,0.17091522681815163,0.43410852713178294,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_營業利益率_high,finlab701_single,fundamental_features:營業利益率,fundamental_features,營業利益率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9345855181523436,0.28880340917599717,ok,high,1,0.083,0.1652779377909095,0.2525009987101365,1.9522926433371308,0.66402150879924,-0.10823093107100501,1.1073733264388208,2.2970759275795505,1.5269449011159075,0.4846153846153846,10.0,10.0,401,830,10.0,10,10
finlab701_fundamental_features_營業利益率_low,finlab701_single,fundamental_features:營業利益率,fundamental_features,營業利益率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9345855181523436,0.28880340917599717,ok,low,-1,0.102,0.1395422042363652,0.21453775753375848,1.6786073022716361,0.5447862750881507,-0.17258400344997538,0.5593232788449143,1.2228562371570875,0.8084997244809267,0.42408376963350786,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅前淨利率_high,finlab701_single,fundamental_features:稅前淨利率,fundamental_features,稅前淨利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9354160829363968,0.28880329525102577,ok,high,1,0.083,0.020042018177385046,0.08285769549576502,1.405988088728945,0.06829570013411757,-0.29564448420789347,0.0775335313781986,0.14942488988310565,0.06778864941311774,0.4496124031007752,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅前淨利率_low,finlab701_single,fundamental_features:稅前淨利率,fundamental_features,稅前淨利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9354160829363968,0.28880329525102577,ok,low,-1,0.09,0.09773914232875724,0.1880522536073076,2.021456491985309,0.36405174797716855,-0.2691509805046859,0.42199796111708965,0.8534880149600671,0.36312522768156463,0.4319371727748691,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅後淨利率_high,finlab701_single,fundamental_features:稅後淨利率,fundamental_features,稅後淨利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9345855181523436,0.28880340917599717,ok,high,1,0.069,0.0031287823468491016,0.05881182555626397,1.2463400673020966,0.010454433505612482,-0.29639400475051336,-0.029657671733606533,-0.0543637677509805,0.010555803216905362,0.4418604651162791,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅後淨利率_low,finlab701_single,fundamental_features:稅後淨利率,fundamental_features,稅後淨利率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9345855181523436,0.28880340917599717,ok,low,-1,0.083,0.09059473162598874,0.18205892886630232,2.0472209702243847,0.3347194099675057,-0.2691509805046859,0.39506362199711875,0.7974785174819309,0.33658196465223367,0.42670157068062825,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_業外收支營收率_high,finlab701_single,fundamental_features:業外收支營收率,fundamental_features,業外收支營收率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9063463154945363,0.28880740692406565,ok,high,1,0.077,0.06424406768309976,0.13363145323652698,1.5530810422005266,0.23034358082655393,-0.29428541893166826,0.315623211239985,0.6149666573186363,0.21829788556109475,0.43342036553524804,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_業外收支營收率_low,finlab701_single,fundamental_features:業外收支營收率,fundamental_features,業外收支營收率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9063463154945363,0.28880740692406565,ok,low,-1,0.075,0.018754594372175637,0.06381852102032115,1.0086549537229639,0.06381341142729813,-0.44915936242510224,0.08296549106377392,0.16457230022449468,0.041753948379110374,0.4119170984455959,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_貝里比率_high,finlab701_single,fundamental_features:貝里比率,fundamental_features,貝里比率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031568628935,ok,high,1,0.083,0.1284402806673719,0.17908690444401587,1.133611111178167,0.49524749380401034,-0.14425886174011548,0.7507963972691875,1.617002980398278,0.8902841480703089,0.5153846153846153,10.0,10.0,403,830,10.0,10,10
finlab701_fundamental_features_貝里比率_low,finlab701_single,fundamental_features:貝里比率,fundamental_features,貝里比率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031568628935,ok,low,-1,0.076,0.040288891513813985,0.1431470668832326,2.302249622571215,0.1405371149998209,-0.27880515272458983,0.19397560098818867,0.3864600257892712,0.14450036563690946,0.4138817480719794,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_營業費用率_high,finlab701_single,fundamental_features:營業費用率,fundamental_features,營業費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.934738622263139,0.28880338877553186,ok,high,1,0.097,0.07814257230811905,0.13923491815902747,1.3674151779583386,0.28465483859362983,-0.2158209439811295,0.34788797947025424,0.7298832331159704,0.36205453614172767,0.4146981627296588,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_營業費用率_low,finlab701_single,fundamental_features:營業費用率,fundamental_features,營業費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.934738622263139,0.28880338877553186,ok,low,-1,0.083,0.1784107005578237,0.265230082608665,1.943257197014628,0.7272801895082208,-0.32701993535866714,0.7770130188236749,1.5619955055856622,0.5455485301740142,0.4524421593830334,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_推銷費用率_high,finlab701_single,fundamental_features:推銷費用率,fundamental_features,推銷費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8637053196173398,0.288813901858142,ok,high,1,0.075,-0.01965801983895732,0.016175622717842765,0.8020557408825382,-0.06396071071748333,-0.25642354648472643,-0.13766811120093966,-0.2506167693248988,-0.07665931430749127,0.390745501285347,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_推銷費用率_low,finlab701_single,fundamental_features:推銷費用率,fundamental_features,推銷費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8637053196173398,0.288813901858142,ok,low,-1,0.092,0.299891331999965,0.4310221578623855,2.9350695096907953,1.3945415015260059,-0.16311900094522513,1.3092873161019989,2.940382979393417,1.838369206347689,0.4867021276595745,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_管理費用率_high,finlab701_single,fundamental_features:管理費用率,fundamental_features,管理費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8925239162630588,0.28880945922896106,ok,high,1,0.083,0.0873301315496624,0.16505859623242986,1.739777395780503,0.32146424114777195,-0.2612224754528144,0.39382417140906134,0.7875105893968591,0.3343004402430683,0.42063492063492064,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_管理費用率_low,finlab701_single,fundamental_features:管理費用率,fundamental_features,管理費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8925239162630588,0.28880945922896106,ok,low,-1,0.083,0.17150824806982046,0.25712183384966936,1.916268151177297,0.693826202874182,-0.10412543442746369,1.1465591415205998,2.096981086809546,1.6469729925531333,0.5025641025641026,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_研究發展費用率_high,finlab701_single,fundamental_features:研究發展費用率,fundamental_features,研究發展費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9329243885842373,0.286852143435241,ok,high,1,0.069,0.07857762377239674,0.18803586498159838,2.449977297440153,0.28638146480473514,-0.19310021867132776,0.33869862550139784,0.635241684350341,0.40690557088610263,0.40102827763496146,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_研究發展費用率_low,finlab701_single,fundamental_features:研究發展費用率,fundamental_features,研究發展費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9329243885842373,0.286852143435241,ok,low,-1,0.076,0.05844936019767122,0.11673999080486773,1.304705064355599,0.20818183341986463,-0.10955805585093292,0.3708247226804997,0.807117945358127,0.533452562827175,0.4587628865979381,10.0,10.0,401,830,10.0,10,10
finlab701_fundamental_features_現金流量比率_high,finlab701_single,fundamental_features:現金流量比率,fundamental_features,現金流量比率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.28880738073145196,ok,high,1,0.07,0.09866947924898728,0.13710225094293146,0.8602314187371417,0.36790425914572733,-0.12867376019093213,0.6334011423962722,1.3300856850140215,0.7667593727645841,0.4690721649484536,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_現金流量比率_low,finlab701_single,fundamental_features:現金流量比率,fundamental_features,現金流量比率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.28880738073145196,ok,low,-1,0.077,0.022029143000599882,0.1285197016889855,2.383552378478478,0.07523997592840481,-0.29741543781065305,0.10601084472642881,0.17532903501430544,0.07406610262644742,0.38992042440318303,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅率_high,finlab701_single,fundamental_features:稅率,fundamental_features,稅率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.28480383083942445,ok,high,1,0.089,0.1548191223124813,0.19202790079918047,0.8328350752837526,0.6148164239504883,-0.2505415726743887,0.8051801952541878,2.071014987038338,0.617913193120048,0.4641025641025641,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_稅率_low,finlab701_single,fundamental_features:稅率,fundamental_features,稅率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.28480383083942445,ok,low,-1,0.083,-0.023455941213818887,-0.05706236555725065,-0.7522044551418037,-0.07597907298258333,-0.3535830204258159,-0.1086453064856499,-0.1982922629243145,-0.06633598475889589,0.4077922077922078,10.0,10.0,401,830,10.0,10,10
finlab701_fundamental_features_每股營業額_high,finlab701_single,fundamental_features:每股營業額,fundamental_features,每股營業額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.935496137373414,0.2888032845460385,ok,high,1,0.076,0.34014650568093496,0.41830373912001373,1.7493744229865773,1.6504446658825684,-0.09551104155677148,1.5335306215745188,4.5140902161869585,3.560958927345595,0.541025641025641,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_每股營業額_low,finlab701_single,fundamental_features:每股營業額,fundamental_features,每股營業額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.935496137373414,0.2888032845460385,ok,low,-1,0.078,0.05250287935560194,0.09635577745359539,0.9815487950486919,0.18573155061312918,-0.3140906297501006,0.2522077561014271,0.4990880325747161,0.1671530534573375,0.4095744680851064,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_每股營業利益_high,finlab701_single,fundamental_features:每股營業利益,fundamental_features,每股營業利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,high,1,0.083,0.4158500293873033,0.497116886068287,1.8189763667241816,2.1825164206527523,-0.12295245857269133,1.4927670593442113,4.49906700136028,3.381926762154537,0.5717948717948718,10.0,10.0,400,830,10.0,10,10
finlab701_fundamental_features_每股營業利益_low,finlab701_single,fundamental_features:每股營業利益,fundamental_features,每股營業利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,low,-1,0.069,0.06537139853494134,0.1721177746260012,2.3892782774324326,0.23468783873978927,-0.22741077557835765,0.2870770248954042,0.5786364528091521,0.2874469070325445,0.4587628865979381,10.0,10.0,400,830,10.0,10,10
